ID,city,state_name_x,fun_fact,Unnamed: 0,city_ascii,state_id,state_name_y,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,active_cities
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",11943,Columbus,NM,New Mexico,35029,Luna,31.8273,-107.6423,1617,133,polygon,False,True,America/Denver,3,88029,1840023048,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",14642,Columbus,NC,North Carolina,37149,Polk,35.266,-82.1985,998,108,polygon,False,True,America/New_York,3,28722 28756,1840016404,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",24822,Columbus,KY,Kentucky,21105,Hickman,36.7596,-89.102,153,185,polygon,False,True,America/Chicago,3,42032 42031,1840014409,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",25182,Columbus,ND,North Dakota,38013,Burke,48.905,-102.7812,138,195,polygon,False,True,America/Chicago,3,58727,1840001863,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",26313,Columbus,IL,Illinois,17001,Adams,39.9882,-91.1456,96,169,polygon,False,True,America/Chicago,3,62320,1840012367,0
15,Fort Worth,Texas,"Fort Worth is known for its historic Stockyards, showcasing cowboy culture Fort Worth also has a thriving arts district, including the renowned Kimbell Art Museum.",53,Fort Worth,TX,Texas,48439,Tarrant,32.7811,-97.3473,909585,1016,polygon,False,True,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76006 76053 76052 76129 76123 76120 76244 76008 76179 76177 76036 76140 76262 76118 76119 76116 76117 76114 76115 76112 76110 76111 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,1840020696,0
16,Charlotte,North Carolina,Charlotte is known as the second-largest banking hub in the U.S Charlotte is also famous for its NASCAR Hall of Fame and speedway.,37,Charlotte,NC,North Carolina,37119,Mecklenburg,35.208,-80.8304,1512923,1113,polygon,False,True,America/New_York,1,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28227 28226 28278 28270 28273 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28223 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28274 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299,1840014557,0
16,Charlotte,North Carolina,Charlotte is known as the second-largest banking hub in the U.S Charlotte is also famous for its NASCAR Hall of Fame and speedway.,3474,Charlotte,MI,Michigan,26045,Eaton,42.5662,-84.8304,12703,544,polygon,False,True,America/Detroit,3,48813,1840003107,0
16,Charlotte,North Carolina,Charlotte is known as the second-largest banking hub in the U.S Charlotte is also famous for its NASCAR Hall of Fame and speedway.,11073,Charlotte,TX,Texas,48013,Atascosa,28.8593,-98.7006,1898,359,polygon,False,True,America/Chicago,3,78011,1840019679,0
16,Charlotte,North Carolina,Charlotte is known as the second-largest banking hub in the U.S Charlotte is also famous for its NASCAR Hall of Fame and speedway.,11880,Charlotte,TN,Tennessee,47043,Dickson,36.1861,-87.3389,1634,155,polygon,False,True,America/Chicago,3,37036,1840016104,0
16,Charlotte,North Carolina,Charlotte is known as the second-largest banking hub in the U.S Charlotte is also famous for its NASCAR Hall of Fame and speedway.,20755,Charlotte,IA,Iowa,19045,Clinton,41.9621,-90.4682,361,242,polygon,False,True,America/Chicago,3,52731,1840007040,0
17,Seattle,Washington,"Seattle is home to the iconic Space Needle Seattle is also known for its coffee culture, with Starbucks originating there.",11,Seattle,WA,Washington,53033,King,47.6211,-122.3244,3789215,3469,polygon,False,True,America/Los_Angeles,1,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,1840021117,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",17,Denver,CO,Colorado,8031,Denver,39.7621,-104.8759,2876625,1831,polygon,False,True,America/Denver,1,80264 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80219 80210 80211 80212 80216 80221 80220 80223 80222 80224 80227 80209 80207 80206 80205 80204 80202 80014 80203 80208 80217 80243 80244 80248 80250 80256 80257 80259 80261 80262 80265 80266 80271 80273 80274 80281 80291 80299,1840018789,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",7766,Denver,PA,Pennsylvania,42071,Lancaster,40.2325,-76.1393,3851,1162,polygon,False,True,America/New_York,3,17517,1840003714,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",8518,Denver,NC,North Carolina,37109,Lincoln,35.5344,-81.034,3261,212,polygon,False,False,America/New_York,3,28037,1840024951,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",11202,Denver,IA,Iowa,19017,Bremer,42.669,-92.3342,1856,457,polygon,False,True,America/Chicago,3,50622,1840006916,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",19274,Denver,IN,Indiana,18103,Miami,40.8647,-86.0772,467,751,polygon,False,True,America/Indiana/Indianapolis,3,46926,1840009366,0
18,Denver,Colorado,"Denver is known as the Mile-High City, located exactly 5,280 feet above sea level Denver is also famous for its craft beer scene, with many breweries across the city.",27779,Denver,MO,Missouri,29227,Worth,40.3989,-94.3233,36,36,polygon,False,True,America/Chicago,3,64441,1840012144,0
19,El Paso,Texas,"El Paso is the largest U.S city on the border with Mexico El Paso is known for its blend of American and Mexican culture, including unique food and festivals.",57,El Paso,TX,Texas,48141,El Paso,31.8479,-106.4309,843386,1022,polygon,False,True,America/Denver,2,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,1840023252,0
19,El Paso,Texas,"El Paso is the largest U.S city on the border with Mexico El Paso is known for its blend of American and Mexican culture, including unique food and festivals.",9331,El Paso,IL,Illinois,17203,Woodford,40.7405,-89.0182,2730,491,polygon,False,True,America/Chicago,3,61738,1840008293,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",13,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,3506126,1864,polygon,False,True,America/Detroit,1,48209 48208 48201 48207 48205 48204 48203 48206 48227 48238 48239 48234 48235 48233 48202 48243 48214 48215 48216 48217 48210 48211 48212 48213 48219 48228 48224 48226 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,1840003971,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",16986,Detroit,TX,Texas,48387,Red River,33.6602,-95.2664,683,166,polygon,False,True,America/Chicago,3,75436,1840021951,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",23163,Detroit,OR,Oregon,41047,Marion,44.7338,-122.1512,225,147,polygon,False,True,America/Los_Angeles,3,97342,1840018582,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",23278,Detroit,AL,Alabama,1075,Lamar,34.0274,-88.1678,220,64,polygon,False,True,America/Chicago,3,35552,1840016757,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",24219,Detroit,KS,Kansas,20041,Dickinson,38.9358,-97.1247,178,200,polygon,False,False,America/Chicago,3,67441 67410,1840024537,0
20,Detroit,Michigan,"Detroit is the birthplace of the American automobile industry Detroit is also known for its rich music history, including the Motown sound.",26700,Detroit,IL,Illinois,17149,Pike,39.6201,-90.6759,81,124,polygon,False,True,America/Chicago,3,62363,1840012532,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",8,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,5379184,4457,polygon,False,True,America/New_York,1,20010 20011 20012 20015 20228 20520 20307 20418 20319 20024 20510 20593 20020 20427 20540 20240 20245 20204 20202 20390 20006 20005 20004 20003 20002 20009 20008 20535 20317 20405 20057 20052 20053 20017 20018 20565 20566 20560 20260 20064 20551 20553 20019 20230 20373 20007 20032 20036 20037 20506 20001 20045 20016 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20055 20056 20058 20059 20060 20061 20062 20063 20065 20066 20067 20068 20069 20070 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20203 20206 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20220 20221 20222 20223 20224 20226 20227 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20250 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20388 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20406 20407 20408 20410 20411 20412 20413 20414 20415 20416 20417 20419 20420 20421 20422 20423 20424 20425 20426 20428 20429 20431 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20507 20508 20509 20511 20515 20521 20522 20523 20524 20525 20526 20527 20528 20529 20530 20531 20533 20534 20536 20537 20538 20539 20541 20542 20543 20544 20546 20547 20548 20549 20552 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20590 20591 20594 20597 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999,1840006060,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",1650,Washington,UT,Utah,49053,Washington,37.1304,-113.4877,29174,324,polygon,False,True,America/Denver,3,84780 84771,1840021561,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",2813,Washington,IL,Illinois,17179,Tazewell,40.7049,-89.4346,16516,754,polygon,False,True,America/Chicago,3,61571,1840010377,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",2897,Washington,NC,North Carolina,37013,Beaufort,35.5587,-77.0545,16014,447,polygon,False,True,America/New_York,3,27817 27889,1840015401,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",2996,Washington,NJ,New Jersey,34041,Warren,40.7587,-74.9825,15357,1267,polygon,False,True,America/New_York,3,07882,1840000945,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",3125,Washington,MO,Missouri,29071,Franklin,38.5514,-91.0151,14417,575,polygon,False,True,America/Chicago,3,63090,1840010770,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",3294,Washington,IN,Indiana,18027,Daviess,38.6587,-87.1591,13565,729,polygon,False,True,America/Indiana/Vincennes,3,47501,1840010735,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",3323,Washington,PA,Pennsylvania,42125,Washington,40.174,-80.2466,13433,1759,polygon,False,True,America/New_York,3,15301,1840003668,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",5292,Washington,IA,Iowa,19183,Washington,41.2982,-91.6928,7230,532,polygon,False,True,America/Chicago,3,52353,1840010255,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",7649,Washington,GA,Georgia,13317,Wilkes,33.7355,-82.7427,3963,198,polygon,False,True,America/New_York,3,30673,1840015641,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",13926,Washington,WV,West Virginia,54107,Wood,39.2422,-81.6679,1139,103,polygon,False,False,America/New_York,3,26181,1840005785,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",14310,Washington,KS,Kansas,20201,Washington,39.816,-97.0486,1060,422,polygon,False,True,America/Chicago,3,66968,1840000724,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",15207,Washington,LA,Louisiana,22097,St. Landry,30.615,-92.0594,914,426,polygon,False,True,America/Chicago,3,70589,1840017175,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",17759,Washington,OK,Oklahoma,40087,McClain,35.0583,-97.4922,601,158,polygon,False,True,America/Chicago,3,73093,1840022785,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",24461,Washington,AR,Arkansas,5057,Hempstead,33.773,-93.6833,168,64,polygon,False,True,America/Chicago,3,71862,1840015639,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",24721,Washington,NE,Nebraska,31177,Washington,41.3977,-96.2075,157,296,polygon,False,True,America/Chicago,3,68068 68007,1840011529,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",25512,Washington,VA,Virginia,51157,Rappahannock,38.7121,-78.1599,127,186,polygon,False,True,America/New_York,3,22747,1840006130,0
21,Washington,District of Columbia,"Washington, D.C is the U.S capital and home to national landmarks like the White House Washington, D.C is also famous for its museums, including the Smithsonian Institution.",27333,Washington,CA,California,6057,Nevada,39.3591,-120.7906,56,11,polygon,False,False,America/Los_Angeles,3,95959 95986,1840026657,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",9,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0846,4688346,5532,polygon,False,True,America/New_York,1,02120 02121 02122 02124 02125 02126 02127 02128 02129 02467 02210 02215 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02132 02131 02130 02203 02163 02152 02108 02109 02112 02117 02123 02133 02137 02196 02201 02205 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,1840000455,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",13045,Boston,GA,Georgia,13275,Thomas,30.792,-83.7899,1317,225,polygon,False,True,America/New_York,3,31626,1840013902,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",15121,Boston,VA,Virginia,51001,Accomack,37.6039,-75.8437,928,139,polygon,False,False,America/New_York,3,23420,1840024721,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",21694,Boston,PA,Pennsylvania,42003,Allegheny,40.312,-79.8237,304,356,polygon,False,False,America/New_York,3,15135,1840026471,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",25403,Boston,KY,Kentucky,21179,Nelson,37.7838,-85.6803,131,25,polygon,False,False,America/New_York,3,40107,1840026800,0
22,Boston,Massachusetts,"Boston is home to the first public park in the U.S., Boston Common Boston is also known for its rich history, especially during the American Revolution.",25415,Boston,IN,Indiana,18177,Wayne,39.7412,-84.8517,130,225,polygon,False,True,America/Indiana/Indianapolis,3,47324,1840009492,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",46,Memphis,TN,Tennessee,47157,Shelby,35.1046,-89.9773,1066967,792,polygon,False,True,America/Chicago,1,38120 38127 38107 38106 38105 38104 38103 38109 38108 38152 38132 38133 38131 38134 38141 38112 38111 38114 38115 38116 38117 38118 38119 38018 38016 38128 38122 38125 38126 37501 37544 38088 38101 38113 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,1840015457,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",4266,Memphis,FL,Florida,12081,Manatee,27.5435,-82.5607,9647,1140,polygon,False,False,America/New_York,3,34221,1840014172,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",10803,Memphis,TX,Texas,48191,Hall,34.7268,-100.5417,2012,346,polygon,False,True,America/Chicago,3,79245,1840020523,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",11259,Memphis,MO,Missouri,29199,Scotland,40.4614,-92.1704,1833,454,polygon,False,True,America/Chicago,3,63555,1840008344,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",13716,Memphis,MI,Michigan,26099,Macomb,42.8956,-82.7689,1177,405,polygon,False,True,America/Detroit,3,48041,1840002422,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",15379,Memphis,IN,Indiana,18019,Clark,38.4892,-85.7679,891,132,polygon,False,False,America/Kentucky/Louisville,3,47143,1840006208,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",25921,Memphis,NE,Nebraska,31155,Saunders,41.0946,-96.4333,110,488,polygon,False,True,America/Chicago,3,68042,1840011636,0
23,Memphis,Tennessee,"Memphis is the birthplace of blues music and home to Graceland, Elvis Presley’s mansion Memphis is also famous for its barbecued ribs, a staple of Southern cuisine.",27974,Memphis,AL,Alabama,1107,Pickens,33.1369,-88.3008,26,25,polygon,False,True,America/Chicago,3,35442,1840016852,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",44,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7843,1081903,544,polygon,False,True,America/Chicago,1,37027 37138 37076 37072 37205 37201 37206 37240 37243 37246 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37209 37208 37204 37207 37203 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37232 37234 37235 37236 37238 37241 37242 37244 37250,1840036155,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",6223,Nashville,NC,North Carolina,37127,Nash,35.9692,-77.9555,5554,456,polygon,False,True,America/New_York,3,27856,1840016167,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",6743,Nashville,GA,Georgia,13019,Berrien,31.2051,-83.2486,4851,402,polygon,False,True,America/New_York,3,31639,1840014964,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",7185,Nashville,AR,Arkansas,5061,Howard,33.9418,-93.8516,4386,309,polygon,False,True,America/Chicago,3,71852,1840014709,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",8891,Nashville,IL,Illinois,17189,Washington,38.3541,-89.377,3011,377,polygon,False,True,America/Chicago,3,62263,1840008651,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",11720,Nashville,MI,Michigan,26015,Barry,42.6032,-85.0941,1684,308,polygon,False,True,America/Detroit,3,49073,1840011090,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",14128,Nashville,IN,Indiana,18013,Brown,39.2079,-86.2383,1098,264,polygon,False,True,America/Indiana/Indianapolis,3,47448,1840013887,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",23994,Nashville,OH,Ohio,39075,Holmes,40.5958,-82.1131,187,1053,polygon,False,True,America/New_York,3,44661 44638 44611,1840012083,0
24,Nashville,Tennessee,"Nashville is known as the ‘Music City’ due to its country music scene Nashville is also known for its hot chicken, a spicy local dish.",27303,Nashville,KS,Kansas,20095,Kingman,37.4384,-98.4228,57,107,polygon,False,True,America/Chicago,3,67112,1840008718,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",23,Portland,OR,Oregon,41051,Multnomah,45.5372,-122.65,2074775,1894,polygon,False,True,America/Los_Angeles,1,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97266 97218 97236 97232 97233 97230 97239 97219 97214 97215 97216 97217 97210 97211 97212 97213 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,1840019941,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",219,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,203969,1185,polygon,False,True,America/New_York,2,04101 04102 04103 04108 04019 04109 04104 04112 04116 04122 04123 04124,1840000327,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",2723,Portland,TX,Texas,48409,San Patricio,27.8911,-97.3284,17268,598,polygon,False,True,America/Chicago,3,78374 78390,1840021006,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",3406,Portland,TN,Tennessee,47165,Sumner,36.5883,-86.5194,13030,377,polygon,False,True,America/Chicago,3,37148,1840014418,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",5942,Portland,IN,Indiana,18075,Jay,40.4375,-84.9833,6002,475,polygon,False,True,America/Indiana/Indianapolis,3,47371,1840014175,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",6551,Portland,MI,Michigan,26067,Ionia,42.8696,-84.899,5104,579,polygon,False,True,America/Detroit,3,48875,1840003073,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",17810,Portland,ND,North Dakota,38097,Traill,47.4995,-97.3693,595,275,polygon,False,True,America/Chicago,3,58274,1840000137,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",18708,Portland,PA,Pennsylvania,42095,Northampton,40.9216,-75.0985,513,403,polygon,False,True,America/New_York,3,18343 18351,1840000978,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",20365,Portland,AR,Arkansas,5003,Ashley,33.2379,-91.511,388,139,polygon,False,True,America/Chicago,3,71663,1840014841,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",26398,Portland,CO,Colorado,8091,Ouray,38.0892,-107.6952,93,11,polygon,False,False,America/Denver,3,81432,1840024696,0
25,Portland,Oregon,"Portland is known for its eco-friendly culture and numerous parks Portland is also famous for its food trucks, offering a wide variety of cuisines.",27908,Portland,IA,Iowa,19033,Cerro Gordo,43.1276,-93.1271,30,54,polygon,False,False,America/Chicago,3,50458 50401,1840024052,0
26,Oklahoma City,Oklahoma,Oklahoma City is home to the National Cowboy & Western Heritage Museum Oklahoma City is also known for its thriving arts scene and outdoor activities.,50,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,972943,417,polygon,False,True,America/Chicago,2,73012 73013 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 74857 73142 73141 73145 73149 73078 73109 73106 73107 73139 73132 73131 73135 73134 73008 73084 73105 73169 73162 73165 73102 73103 73054 73151 73150 73159 73064 73108 73104 73129 73179 73170 73049 73127 73120 73121 73122 73128 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,1840020428,0
27,Las Vegas,Nevada,"Las Vegas is known for its vibrant nightlife centered around 24-hour casinos Las Vegas is also home to the largest hotel in the world, The Venetian Resort.",22,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,2104198,1773,polygon,False,True,America/Los_Angeles,1,89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89146 89145 89144 89149 89124 89110 89117 89129 89128 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89158 89163 89185 89195,1840020364,0
27,Las Vegas,Nevada,"Las Vegas is known for its vibrant nightlife centered around 24-hour casinos Las Vegas is also home to the largest hotel in the world, The Venetian Resort.",3088,Las Vegas,NM,New Mexico,35047,San Miguel,35.6011,-105.2206,14662,637,polygon,False,True,America/Denver,3,87701,1840020397,0
